User,Card,Year,Month,Day,Amount,Merchant Name,MCC,Errors?,Is Fraud?,Hour,Minute
39,0,2015,7,6,324,-2088492411650162548,4784,,False,13,7
39,0,2015,7,7,282,-2088492411650162548,4784,,False,13,15
39,0,2015,7,7,295,-2088492411650162548,4784,,False,14,27
39,0,2015,7,8,9280,-7421093378627544099,5311,,False,9,7
39,0,2015,7,8,259,-2088492411650162548,4784,,False,12,38
39,0,2015,7,8,299,-2088492411650162548,4784,,False,13,6
39,0,2015,7,10,18995,6354687927856781503,4900,,False,8,23
39,0,2015,7,10,1867,4241336128694185533,4814,,False,16,5
39,0,2015,7,11,280,-2088492411650162548,4784,,False,12,45
39,0,2015,7,11,249,-2088492411650162548,4784,,False,13,7
39,0,2015,7,12,248,-2088492411650162548,4784,,False,12,31
39,0,2015,7,12,315,-2088492411650162548,4784,,False,13,18
39,0,2015,7,12,10382,-7421093378627544099,5311,,False,21,53
39,0,2015,7,14,300,-2088492411650162548,4784,,False,13,5
39,0,2015,7,14,434,-2088492411650162548,4784,,False,14,29
39,0,2015,7,15,326,-2088492411650162548,4784,,False,13,14
39,0,2015,7,16,329,-2088492411650162548,4784,,False,13,3
39,0,2015,7,17,330,-2088492411650162548,4784,,False,13,29
39,0,2015,7,17,4349,6354687927856781503,4900,,False,13,52
39,0,2015,7,18,4571,-6160036380778658394,4121,,False,12,8
39,0,2015,7,19,4295,-5841929396161652653,4121,,False,12,17
39,0,2015,7,19,309,-2088492411650162548,4784,,False,13,11
39,0,2015,7,19,13987,-7421093378627544099,5311,,False,13,44
39,0,2015,7,19,10182,-7421093378627544099,5311,,False,21,55
39,0,2015,7,20,228,-2088492411650162548,4784,,False,13,25
39,0,2015,7,20,12114,-7421093378627544099,5311,,False,14,42
39,0,2015,7,21,263,-2088492411650162548,4784,,False,13,0
39,0,2015,7,22,312,-2088492411650162548,4784,,False,13,0
39,0,2015,7,23,281,-2088492411650162548,4784,,False,13,2
39,0,2015,7,23,357,-2088492411650162548,4784,,False,13,38
39,0,2015,7,24,337,-2088492411650162548,4784,,False,13,5
39,0,2015,7,25,333,-2088492411650162548,4784,,False,13,0
39,0,2015,7,26,15910,6354687927856781503,4900,,False,0,23
39,0,2015,7,26,363,-2088492411650162548,4784,,False,13,26
39,0,2015,7,27,5541,-5841929396161652653,4121,,False,12,3
39,0,2015,7,28,10374,6354687927856781503,4900,,False,0,7
39,0,2015,7,28,373,-2088492411650162548,4784,,False,13,25
39,0,2015,7,29,45159,6638733030674458413,5732,,False,1,24
39,0,2015,7,29,148,-2088492411650162548,4784,,False,13,21
39,0,2015,7,30,212,-2088492411650162548,4784,,False,13,6
39,0,2015,7,30,13602,-7421093378627544099,5311,,False,21,33
39,0,2015,7,31,335,-2088492411650162548,4784,,False,13,11
39,0,2015,8,1,315,-2088492411650162548,4784,,False,13,20
39,0,2015,8,2,1455,-521141999023077663,5815,,False,13,0
39,0,2015,8,2,305,-2088492411650162548,4784,,False,13,16
39,0,2015,8,3,4747,-5841929396161652653,4121,,False,12,10
39,0,2015,8,3,310,-2088492411650162548,4784,,False,13,9
39,0,2015,8,4,213,-2088492411650162548,4784,,False,13,9
39,0,2015,8,5,350,-2088492411650162548,4784,,False,13,12
39,0,2015,8,5,346,-2088492411650162548,4784,,False,13,53
39,0,2015,8,6,396,-2088492411650162548,4784,,False,13,3
39,0,2015,8,9,272,-2088492411650162548,4784,,False,13,10
39,0,2015,8,10,278,-2088492411650162548,4784,,False,13,7
39,0,2015,8,11,185,-2088492411650162548,4784,,False,12,59
39,0,2015,8,11,297,-2088492411650162548,4784,,False,13,2
39,0,2015,8,13,303,-2088492411650162548,4784,,False,13,27
39,0,2015,8,14,12807,7035602569409149834,5311,,False,13,31
39,0,2015,8,14,10609,7035602569409149834,5311,Bad Card Number,False,13,54
39,0,2015,8,14,164,-2088492411650162548,4784,,False,13,59
39,0,2015,8,15,7108,6354687927856781503,4900,,False,12,42
39,0,2015,8,15,171,-2088492411650162548,4784,,False,13,23
39,0,2015,8,16,5327,-5841929396161652653,4121,,False,12,35
39,0,2015,8,16,341,-2088492411650162548,4784,,False,12,40
39,0,2015,8,16,190,-2088492411650162548,4784,,False,13,21
39,0,2015,8,16,1774,-521141999023077663,5815,,False,13,59
39,0,2015,8,17,4540,-6160036380778658394,4121,,False,12,15
39,0,2015,8,17,262,-2088492411650162548,4784,,False,13,19
39,0,2015,8,18,285,-2088492411650162548,4784,Bad Expiration,False,13,18
39,0,2015,8,18,298,-2088492411650162548,4784,,False,13,20
39,0,2015,8,19,340,-2088492411650162548,4784,,False,13,8
39,0,2015,8,20,3998,-5841929396161652653,4121,,False,12,41
39,0,2015,8,20,384,-2088492411650162548,4784,,False,13,1
39,0,2015,8,20,344,-2088492411650162548,4784,Bad CVV,False,13,16
39,0,2015,8,20,295,-2088492411650162548,4784,,False,13,57
39,0,2015,8,21,308,-2088492411650162548,4784,,False,13,2
39,0,2015,8,22,304,-2088492411650162548,4784,,False,13,19
39,0,2015,8,23,309,-2088492411650162548,4784,,False,13,25
39,0,2015,8,25,197,-2088492411650162548,4784,,False,13,16
39,0,2015,8,26,300,-2088492411650162548,4784,,False,13,25
39,0,2015,8,27,27970,6654290286221782850,4899,,False,6,49
39,0,2015,8,27,12151,7035602569409149834,5311,,False,21,56
39,0,2015,8,28,346,-2088492411650162548,4784,,False,13,5
39,0,2015,8,28,14034,-7421093378627544099,5311,,False,13,39
39,0,2015,8,29,165,-2088492411650162548,4784,,False,13,22
39,0,2015,8,29,13686,-7421093378627544099,5311,,False,21,45
39,0,2015,8,30,288,-2088492411650162548,4784,,False,13,15
39,0,2015,8,31,294,-2088492411650162548,4784,,False,13,0
39,0,2015,9,1,366,-2088492411650162548,4784,,False,12,47
39,0,2015,9,2,272,-2088492411650162548,4784,,False,13,22
39,0,2015,9,5,283,-2088492411650162548,4784,,False,13,4
39,0,2015,9,6,37742,815048164705147981,6300,,False,15,7
39,0,2015,9,7,367,-2088492411650162548,4784,,False,13,16
39,0,2015,9,8,3982,-6160036380778658394,4121,,False,11,33
39,0,2015,9,8,278,-2088492411650162548,4784,,False,13,18
39,0,2015,9,9,3230,-6160036380778658394,4121,,False,12,26
39,0,2015,9,9,377,-2088492411650162548,4784,,False,13,7
39,0,2015,9,11,7030,6354687927856781503,4900,,False,12,6
39,0,2015,9,11,227,-2088492411650162548,4784,,False,13,19
39,0,2015,9,12,340,-2088492411650162548,4784,,False,13,23
39,0,2015,9,13,390,-2088492411650162548,4784,,False,13,17
39,0,2015,9,14,10628,6354687927856781503,4900,,False,0,8
39,0,2015,9,14,306,-2088492411650162548,4784,,False,13,4
39,0,2015,9,15,28367,4241336128694185533,4814,,False,6,15
39,0,2015,9,15,4686,-6160036380778658394,4121,,False,12,2
39,0,2015,9,15,291,-2088492411650162548,4784,,False,13,22
39,0,2015,9,16,317,-2088492411650162548,4784,,False,12,16
39,0,2015,9,20,91068,727888284313957713,6300,,False,15,25
39,0,2015,9,21,292,-2088492411650162548,4784,,False,13,26
39,0,2015,9,21,295,-2088492411650162548,4784,,False,13,52
39,0,2015,9,22,269,-2088492411650162548,4784,,False,13,3
39,0,2015,9,23,4748,6354687927856781503,4900,,False,12,20
39,0,2015,9,23,361,-2088492411650162548,4784,,False,13,1
39,0,2015,9,24,4086,-6160036380778658394,4121,,False,12,17
39,0,2015,9,24,316,-2088492411650162548,4784,,False,13,14
39,0,2015,9,25,304,-2088492411650162548,4784,,False,13,3
39,0,2015,9,26,290,-2088492411650162548,4784,,False,13,11
39,0,2015,9,27,290,-2088492411650162548,4784,,False,12,41
39,0,2015,9,27,225,-2088492411650162548,4784,,False,13,15
39,0,2015,9,28,323,-2088492411650162548,4784,,False,13,1
39,0,2015,9,29,377,-2088492411650162548,4784,,False,13,16
39,0,2015,9,29,13143,-7421093378627544099,5311,,False,13,35
39,0,2015,10,2,8794,-7421093378627544099,5311,,False,9,25
39,0,2015,10,2,330,-2088492411650162548,4784,,False,14,26
39,0,2015,10,3,9159,6354687927856781503,4900,,False,12,17
39,0,2015,10,3,5221,-5841929396161652653,4121,,False,12,25
39,0,2015,10,3,283,-2088492411650162548,4784,,False,13,19
39,0,2015,10,4,8348,-7421093378627544099,5311,,False,9,13
39,0,2015,10,4,1259,-521141999023077663,5815,Bad Expiration,False,13,30
39,0,2015,10,4,2158,-521141999023077663,5815,,False,13,55
39,0,2015,10,5,22270,4241336128694185533,4814,,False,11,30
39,0,2015,10,5,182,-2088492411650162548,4784,,False,13,20
39,0,2015,10,5,66400,-251963058997883630,6300,,False,15,42
39,0,2015,10,6,323,-2088492411650162548,4784,,False,13,13
39,0,2015,10,7,362,-2088492411650162548,4784,,False,13,28
39,0,2015,10,8,326,-2088492411650162548,4784,,False,13,24
39,0,2015,10,10,287,-2088492411650162548,4784,,False,13,6
39,0,2015,10,11,312,-2088492411650162548,4784,,False,13,6
39,0,2015,10,12,331,-2088492411650162548,4784,,False,13,3
39,0,2015,10,12,5459,7035602569409149834,5311,,False,13,32
39,0,2015,10,12,346,-2088492411650162548,4784,,False,13,38
39,0,2015,10,13,237,-2088492411650162548,4784,,False,13,7
39,0,2015,10,14,10290,6354687927856781503,4900,,False,12,20
39,0,2015,10,15,327,-2088492411650162548,4784,,False,13,27
39,0,2015,10,15,9880,-7421093378627544099,5311,,False,21,41
39,0,2015,10,16,12908,7035602569409149834,5311,,False,9,3
39,0,2015,10,16,321,-2088492411650162548,4784,,False,13,14
39,0,2015,10,17,306,-2088492411650162548,4784,,False,13,2
39,0,2015,10,18,1338,7035602569409149834,5311,,False,17,34
39,0,2015,10,19,277,-2088492411650162548,4784,,False,13,27
39,0,2015,10,19,42395,-2553121408496033070,6300,,False,15,25
39,0,2015,10,20,224,-2088492411650162548,4784,,False,13,8
39,0,2015,10,21,341,-2088492411650162548,4784,,False,13,23
39,0,2015,10,21,11363,-7421093378627544099,5311,,False,13,51
39,0,2015,10,23,266,-2088492411650162548,4784,,False,13,27
39,0,2015,10,24,16806,8245762104511734345,5661,,False,9,46
39,0,2015,10,24,331,-2088492411650162548,4784,,False,13,10
39,0,2015,10,25,292,-2088492411650162548,4784,,False,12,2
39,0,2015,10,25,269,-2088492411650162548,4784,,False,13,28
39,0,2015,10,26,19446,8528733969764750207,4899,,False,5,48
39,0,2015,10,26,303,-2088492411650162548,4784,,False,13,26
39,0,2015,10,27,372,-2088492411650162548,4784,,False,13,6
39,0,2015,10,28,241,-2088492411650162548,4784,,False,13,22
39,0,2015,10,29,391,-2088492411650162548,4784,,False,13,23
39,0,2015,10,30,296,-2088492411650162548,4784,,False,13,18
39,0,2015,10,31,295,-2088492411650162548,4784,,False,13,13
39,0,2015,11,1,277,-2088492411650162548,4784,,False,13,16
39,0,2015,11,2,4262,-7421093378627544099,5311,,False,15,14
39,0,2015,11,3,277,-2088492411650162548,4784,,False,13,28
39,0,2015,11,4,348,-2088492411650162548,4784,,False,13,20
39,0,2015,11,5,294,-2088492411650162548,4784,,False,13,24
39,0,2015,11,6,367,-2088492411650162548,4784,,False,13,0
39,0,2015,11,8,9188,-7421093378627544099,5311,,False,13,50
39,0,2015,11,9,4292,-6160036380778658394,4121,,False,12,16
39,0,2015,11,9,305,-2088492411650162548,4784,,False,12,33
39,0,2015,11,9,264,-2088492411650162548,4784,,False,13,8
39,0,2015,11,10,335,-2088492411650162548,4784,,False,13,14
39,0,2015,11,10,13540,7035602569409149834,5311,,False,13,47
39,0,2015,11,11,405,-2088492411650162548,4784,,False,13,16
39,0,2015,11,12,4083,-6160036380778658394,4121,,False,12,14
39,0,2015,11,13,379,-2088492411650162548,4784,,False,13,47
39,0,2015,11,14,2907,-5841929396161652653,4121,,False,12,17
39,0,2015,11,14,290,-2088492411650162548,4784,,False,13,8
39,0,2015,11,14,968,-7421093378627544099,5311,,False,17,24
39,0,2015,11,16,12912,-7421093378627544099,5311,,False,9,29
39,0,2015,11,16,286,-2088492411650162548,4784,,False,13,2
39,0,2015,11,17,340,-2088492411650162548,4784,,False,13,7
39,0,2015,11,19,202,-2088492411650162548,4784,,False,13,20
39,0,2015,11,20,294,-2088492411650162548,4784,,False,13,11
39,0,2015,11,20,278,-2088492411650162548,4784,,False,13,39
39,0,2015,11,20,13175,7035602569409149834,5311,,False,13,58
39,0,2015,11,21,307,-2088492411650162548,4784,,False,13,24
39,0,2015,11,23,303,-2088492411650162548,4784,,False,13,5
39,0,2015,11,23,269,-2088492411650162548,4784,,False,13,31
39,0,2015,11,24,362,-2088492411650162548,4784,,False,13,20
39,0,2015,11,27,314,-2088492411650162548,4784,,False,13,14
39,0,2015,11,28,13751,4241336128694185533,4814,,False,11,41
39,0,2015,11,28,236,-2088492411650162548,4784,,False,13,15
39,0,2015,11,28,342,-2088492411650162548,4784,,False,13,39
39,0,2015,11,28,14184,-7421093378627544099,5311,,False,21,37
39,0,2015,11,29,370,-2088492411650162548,4784,,False,13,9
39,0,2015,12,1,305,-2088492411650162548,4784,,False,13,5
39,0,2015,12,2,385,-2088492411650162548,4784,,False,13,27
39,0,2015,12,3,381,-2088492411650162548,4784,,False,13,9
39,0,2015,12,4,381,-2088492411650162548,4784,,False,13,16
39,0,2015,12,4,1621,6455213054093379528,5815,,False,13,52
39,0,2015,12,5,15839,6354687927856781503,4900,,False,0,23
39,0,2015,12,5,377,-2088492411650162548,4784,,False,13,11
39,0,2015,12,5,12916,-7421093378627544099,5311,,False,21,40
39,0,2015,12,6,307,-2088492411650162548,4784,,False,13,29
39,0,2015,12,7,8028,6354687927856781503,4900,,False,12,11
39,0,2015,12,7,254,-2088492411650162548,4784,,False,13,9
39,0,2015,12,8,11099,6354687927856781503,4900,,False,0,1
39,0,2015,12,8,3161,-6160036380778658394,4121,,False,12,18
39,0,2015,12,9,19055,7035602569409149834,5311,,False,9,14
39,0,2015,12,10,23873,6354687927856781503,4900,,False,9,22
39,0,2015,12,10,284,-2088492411650162548,4784,,False,13,38
39,0,2015,12,11,344,-2088492411650162548,4784,,False,13,10
39,0,2015,12,12,299,-2088492411650162548,4784,,False,13,10
39,0,2015,12,12,11610,7035602569409149834,5311,,False,13,34
39,0,2015,12,12,363,-2088492411650162548,4784,,False,13,57
39,0,2015,12,13,197,-2088492411650162548,4784,,False,13,27
39,0,2015,12,14,28809,2743403607688382462,4899,,False,5,31
39,0,2015,12,14,356,-2088492411650162548,4784,,False,13,15
39,0,2015,12,14,11396,7035602569409149834,5311,,False,20,43
39,0,2015,12,14,8631,7035602569409149834,5311,Bad CVV,False,20,46
39,0,2015,12,15,12625,6354687927856781503,4900,,False,0,12
39,0,2015,12,15,4920,-5841929396161652653,4121,,False,12,23
39,0,2015,12,15,210,-2088492411650162548,4784,,False,13,28
39,0,2015,12,16,370,-2088492411650162548,4784,,False,13,15
39,0,2015,12,16,3885,6354687927856781503,4900,,False,13,36
39,0,2015,12,17,247,-2088492411650162548,4784,,False,13,19
39,0,2015,12,18,987,-521141999023077663,5815,,False,13,11
39,0,2015,12,19,303,-2088492411650162548,4784,,False,13,26
39,0,2015,12,20,20938,6354687927856781503,4900,,False,8,48
39,0,2015,12,20,15647,4241336128694185533,4814,,False,11,57
39,0,2015,12,20,364,-2088492411650162548,4784,,False,13,9
39,0,2015,12,21,298,-2088492411650162548,4784,,False,12,56
39,0,2015,12,21,258,-2088492411650162548,4784,,False,13,16
39,0,2015,12,22,10817,7035602569409149834,5311,,False,9,1
39,0,2015,12,22,330,-2088492411650162548,4784,,False,13,14
39,0,2015,12,22,12862,7035602569409149834,5311,,False,21,33
39,0,2015,12,23,10963,7035602569409149834,5311,,False,13,31
39,0,2015,12,24,5989,-5841929396161652653,4121,,False,12,9
39,0,2015,12,25,19410,6354687927856781503,4900,,False,8,53
39,0,2015,12,25,3176,-5841929396161652653,4121,,False,12,12
39,0,2015,12,25,308,-2088492411650162548,4784,,False,13,22
39,0,2015,12,26,13742,-7421093378627544099,5311,,False,8,44
39,0,2015,12,26,4419,-6160036380778658394,4121,,False,12,25
39,0,2015,12,26,354,-2088492411650162548,4784,,False,13,18
39,0,2015,12,27,335,-2088492411650162548,4784,,False,13,27
39,0,2015,12,28,335,-2088492411650162548,4784,,False,13,20
39,0,2015,12,28,2601,4241336128694185533,4814,,False,16,48
39,0,2015,12,29,319,-2088492411650162548,4784,,False,13,11
39,0,2015,12,31,118,-2088492411650162548,4784,,False,13,28
39,0,2016,1,1,414,-2088492411650162548,4784,,False,13,7
39,0,2016,1,2,199,-2088492411650162548,4784,,False,13,1
39,0,2016,1,3,259,-2088492411650162548,4784,,False,13,26
39,0,2016,1,4,261,-2088492411650162548,4784,,False,13,5
39,0,2016,1,6,364,-2088492411650162548,4784,,False,12,11
39,0,2016,1,6,300,-2088492411650162548,4784,,False,13,1
39,0,2016,1,7,222,-2088492411650162548,4784,,False,13,5
39,0,2016,1,8,394,-2088492411650162548,4784,,False,12,3
39,0,2016,1,8,385,-2088492411650162548,4784,,False,13,26
39,0,2016,1,8,14340,7035602569409149834,5311,,False,21,47
39,0,2016,1,9,316,-2088492411650162548,4784,,False,13,10
39,0,2016,1,10,306,-2088492411650162548,4784,,False,13,38
39,0,2016,1,10,1740,-4241409341442030551,7349,,False,13,40
39,0,2016,1,12,281,-2088492411650162548,4784,,False,12,14
39,0,2016,1,12,196,-2088492411650162548,4784,,False,13,13
39,0,2016,1,13,258,-2088492411650162548,4784,,False,13,24
39,0,2016,1,14,25239,6354687927856781503,4900,,False,9,14
39,0,2016,1,14,363,-2088492411650162548,4784,,False,13,29
39,0,2016,1,15,325,-2088492411650162548,4784,,False,13,17
39,0,2016,1,15,14815,-7421093378627544099,5311,,False,13,54
39,0,2016,1,17,290,-2088492411650162548,4784,,False,13,12
39,0,2016,1,18,180,-2088492411650162548,4784,,False,12,33
39,0,2016,1,18,296,-2088492411650162548,4784,,False,13,7
39,0,2016,1,18,376,-2088492411650162548,4784,,False,14,6
39,0,2016,1,19,35970,1108327803852946055,4899,,False,5,35
39,0,2016,1,19,285,-2088492411650162548,4784,,False,13,14
39,0,2016,1,20,203,-2088492411650162548,4784,,False,13,24
39,0,2016,1,21,3582,-5841929396161652653,4121,,False,12,21
39,0,2016,1,21,313,-2088492411650162548,4784,,False,13,3
39,0,2016,1,22,311,-2088492411650162548,4784,,False,13,27
39,0,2016,1,24,5190,-5841929396161652653,4121,,False,12,0
39,0,2016,1,24,317,-2088492411650162548,4784,,False,13,21
39,0,2016,1,25,322,-2088492411650162548,4784,,False,13,20
39,0,2016,1,26,2006,-5841929396161652653,4121,,False,12,27
39,0,2016,1,26,297,-2088492411650162548,4784,,False,13,1
39,0,2016,1,28,317,-2088492411650162548,4784,,False,13,19
39,0,2016,1,28,285,-2088492411650162548,4784,,False,13,35
39,0,2016,1,30,10154,-7421093378627544099,5311,,False,9,26
39,0,2016,1,30,350,-2088492411650162548,4784,,False,13,25
39,0,2016,2,1,303,-2088492411650162548,4784,,False,13,26
39,0,2016,2,3,316,-2088492411650162548,4784,,False,13,7
39,0,2016,2,3,11543,-7421093378627544099,5311,,False,13,19
39,0,2016,2,4,340,-2088492411650162548,4784,,False,13,9
39,0,2016,2,5,2408,4241336128694185533,4814,,False,16,49
39,0,2016,2,6,311,-2088492411650162548,4784,,False,12,33
39,0,2016,2,6,275,-2088492411650162548,4784,,False,13,3
39,0,2016,2,6,406,-2088492411650162548,4784,,False,13,41
39,0,2016,2,7,15994,-7421093378627544099,5311,,False,9,29
39,0,2016,2,7,280,-2088492411650162548,4784,,False,13,14
39,0,2016,2,9,201,-2088492411650162548,4784,,False,13,25
39,0,2016,2,10,5348,6354687927856781503,4900,,False,0,34
39,0,2016,2,10,200,-2088492411650162548,4784,,False,13,24
39,0,2016,2,10,2797,4241336128694185533,4814,,False,16,34
39,0,2016,2,11,404,-2088492411650162548,4784,,False,13,0
39,0,2016,2,11,8102,7035602569409149834,5311,,False,21,41
39,0,2016,2,12,29283,4241336128694185533,4814,,False,5,42
39,0,2016,2,12,246,-2088492411650162548,4784,,False,13,12
39,0,2016,2,13,355,-2088492411650162548,4784,,False,13,12
39,0,2016,2,14,3899,-6160036380778658394,4121,,False,12,26
39,0,2016,2,14,309,-2088492411650162548,4784,,False,13,11
39,0,2016,2,14,2389,4241336128694185533,4814,,False,16,45
39,0,2016,2,15,281,-2088492411650162548,4784,,False,12,9
39,0,2016,2,15,313,-2088492411650162548,4784,,False,13,9
39,0,2016,2,16,344,-2088492411650162548,4784,,False,13,25
39,0,2016,2,17,221,-2088492411650162548,4784,,False,13,15
39,0,2016,2,18,326,-2088492411650162548,4784,,False,13,10
39,0,2016,2,19,375,-2088492411650162548,4784,,False,13,7
39,0,2016,2,20,246,-2088492411650162548,4784,,False,12,54
39,0,2016,2,20,353,-2088492411650162548,4784,,False,13,11
39,0,2016,2,21,291,-2088492411650162548,4784,,False,13,13
39,0,2016,2,22,368,-2088492411650162548,4784,,False,13,7
39,0,2016,2,23,189,-2088492411650162548,4784,,False,12,21
39,0,2016,2,23,361,-2088492411650162548,4784,,False,13,2
39,0,2016,2,24,203,-2088492411650162548,4784,,False,13,5
39,0,2016,2,24,1740,-2042049018365856408,5815,,False,14,50
39,0,2016,2,25,284,-2088492411650162548,4784,,False,13,53
39,0,2016,2,26,6435,-6160036380778658394,4121,,False,12,8
39,0,2016,2,28,320,-2088492411650162548,4784,,False,12,58
39,0,2016,2,28,231,-2088492411650162548,4784,,False,13,0
39,0,2016,3,1,356,-2088492411650162548,4784,,False,12,58
39,0,2016,3,1,216,-2088492411650162548,4784,,False,13,6
39,0,2016,3,2,283,-2088492411650162548,4784,,False,13,12
39,0,2016,3,3,288,-2088492411650162548,4784,,False,13,4
39,0,2016,3,4,283,-2088492411650162548,4784,,False,13,11
39,0,2016,3,5,252,-2088492411650162548,4784,,False,13,1
39,0,2016,3,6,87,-2088492411650162548,4784,,False,13,12
39,0,2016,3,7,322,-2088492411650162548,4784,,False,13,14
39,0,2016,3,8,4386,6354687927856781503,4900,,False,12,0
39,0,2016,3,8,294,-2088492411650162548,4784,,False,13,2
39,0,2016,3,9,418,-2088492411650162548,4784,,False,13,12
39,0,2016,3,10,287,-2088492411650162548,4784,,False,13,15
39,0,2016,3,11,293,-2088492411650162548,4784,,False,13,12
39,0,2016,3,13,323,-2088492411650162548,4784,,False,13,28
39,0,2016,3,14,273,-2088492411650162548,4784,,False,13,18
39,0,2016,3,14,290,-2088492411650162548,4784,,False,13,50
39,0,2016,3,15,421,-2088492411650162548,4784,,False,13,21
39,0,2016,3,16,201,-2088492411650162548,4784,,False,13,14
39,0,2016,3,18,336,-2088492411650162548,4784,,False,13,1
39,0,2016,3,19,6875,6354687927856781503,4900,,False,12,12
39,0,2016,3,20,285,-2088492411650162548,4784,,False,13,13
39,0,2016,3,21,391,-2088492411650162548,4784,,False,13,14
39,0,2016,3,21,8145,7035602569409149834,5311,,False,21,56
39,0,2016,3,22,335,-2088492411650162548,4784,,False,13,56
39,0,2016,3,23,3984,-5841929396161652653,4121,,False,12,9
39,0,2016,3,23,390,-2088492411650162548,4784,,False,13,16
39,0,2016,3,23,305,-2088492411650162548,4784,,False,14,17
39,0,2016,3,25,331,-2088492411650162548,4784,,False,13,18
39,0,2016,3,26,227,-2088492411650162548,4784,,False,12,17
39,0,2016,3,26,294,-2088492411650162548,4784,,False,12,56
39,0,2016,3,26,7970,7035602569409149834,5311,,False,13,58
39,0,2016,3,27,352,-2088492411650162548,4784,,False,13,3
39,0,2016,3,28,12664,6354687927856781503,4900,,False,0,17
39,0,2016,3,28,158,-2088492411650162548,4784,,False,13,21
39,0,2016,3,29,11416,7035602569409149834,5311,,False,13,55
39,0,2016,3,30,290,-2088492411650162548,4784,,False,13,28
39,0,2016,3,31,293,-2088492411650162548,4784,,False,13,11
39,0,2016,4,1,14663,6354687927856781503,4900,Technical Glitch,False,0,4
39,0,2016,4,1,12941,6354687927856781503,4900,,False,0,11
39,0,2016,4,2,183,-2088492411650162548,4784,,False,13,8
39,0,2016,4,3,6842,-6160036380778658394,4121,,False,12,19
39,0,2016,4,4,15259,-7421093378627544099,5311,,False,21,38
39,0,2016,4,5,280,-2088492411650162548,4784,,False,13,18
39,0,2016,4,6,290,-2088492411650162548,4784,,False,13,3
39,0,2016,4,7,1986,-6160036380778658394,4121,,False,12,4
39,0,2016,4,7,285,-2088492411650162548,4784,,False,13,17
39,0,2016,4,8,367,-2088492411650162548,4784,,False,13,10
39,0,2016,4,9,318,-2088492411650162548,4784,,False,12,58
39,0,2016,4,9,243,-2088492411650162548,4784,,False,13,20
39,0,2016,4,10,337,-2088492411650162548,4784,,False,13,3
39,0,2016,4,12,328,-2088492411650162548,4784,,False,13,6
39,0,2016,4,12,317,-2088492411650162548,4784,,False,14,22
39,0,2016,4,13,22874,6354687927856781503,4900,,False,9,26
39,0,2016,4,13,385,-2088492411650162548,4784,,False,13,25
39,0,2016,4,14,314,-2088492411650162548,4784,,False,13,27
39,0,2016,4,14,11246,7035602569409149834,5311,,False,14,11
39,0,2016,4,15,14807,6354687927856781503,4900,,False,0,26
39,0,2016,4,15,4766,-6160036380778658394,4121,,False,12,27
39,0,2016,4,15,257,-2088492411650162548,4784,,False,13,5
39,0,2016,4,16,29847,1108327803852946055,4899,,False,5,48
39,0,2016,4,16,296,-2088492411650162548,4784,,False,13,0
39,0,2016,4,17,278,-2088492411650162548,4784,,False,13,53
39,0,2016,4,18,278,-2088492411650162548,4784,,False,13,29
39,0,2016,4,18,137,-2088492411650162548,4784,,False,13,31
39,0,2016,4,19,4640,-5841929396161652653,4121,,False,12,0
39,0,2016,4,20,364,-2088492411650162548,4784,,False,12,10
39,0,2016,4,20,332,-2088492411650162548,4784,,False,13,23
39,0,2016,4,21,4013,-5841929396161652653,4121,,False,12,0
39,0,2016,4,21,279,-2088492411650162548,4784,,False,13,18
39,0,2016,4,24,362,-2088492411650162548,4784,,False,13,7
39,0,2016,4,25,213,-2088492411650162548,4784,,False,13,10
39,0,2016,4,26,362,-2088492411650162548,4784,,False,13,20
39,0,2016,4,27,305,-2088492411650162548,4784,,False,13,21
39,0,2016,4,27,338,-2088492411650162548,4784,,False,13,57
39,0,2016,4,28,277,-2088492411650162548,4784,,False,13,58
39,0,2016,4,29,12986,-7421093378627544099,5311,,False,9,22
39,0,2016,4,29,303,-2088492411650162548,4784,,False,13,2
39,0,2016,4,30,309,-2088492411650162548,4784,,False,13,26
39,0,2016,5,1,305,-2088492411650162548,4784,,False,13,15
39,0,2016,5,2,337,-2088492411650162548,4784,,False,13,10
39,0,2016,5,2,290,-2088492411650162548,4784,,False,13,30
39,0,2016,5,3,4993,-5841929396161652653,4121,,False,12,11
39,0,2016,5,3,240,-2088492411650162548,4784,,False,13,21
39,0,2016,5,5,6913,7035602569409149834,5311,,False,8,12
39,0,2016,5,5,283,-2088492411650162548,4784,,False,13,1
39,0,2016,5,7,11792,6354687927856781503,4900,,False,0,17
39,0,2016,5,7,398,-2088492411650162548,4784,,False,13,25
39,0,2016,5,7,205,-2088492411650162548,4784,,False,13,53
39,0,2016,5,7,336,-2088492411650162548,4784,,False,14,24
39,0,2016,5,8,260,-2088492411650162548,4784,,False,13,9
39,0,2016,5,9,306,-2088492411650162548,4784,,False,13,28
39,0,2016,5,10,278,-2088492411650162548,4784,,False,13,0
39,0,2016,5,11,234,-2088492411650162548,4784,,False,13,11
39,0,2016,5,11,346,-2088492411650162548,4784,,False,14,9
39,0,2016,5,12,332,-2088492411650162548,4784,,False,12,9
39,0,2016,5,12,324,-2088492411650162548,4784,,False,13,11
39,0,2016,5,13,293,-2088492411650162548,4784,,False,12,19
39,0,2016,5,13,230,-2088492411650162548,4784,,False,13,15
39,0,2016,5,14,44179,4943697251487298296,5816,,False,1,23
